Target: 
Point: (0.5027738810697134, 0.49801825794281307, 0.5000627028567192)
Point: (0.5060050333689772, 0.5022348072132192, 0.5007185760098345)
Point: (0.49983577901751347, 0.49853064905668815, 0.49762718829323127)
Point: (0.49994017534200763, 0.5026266783731872, 0.5042435406428502)

Execution 1
Generation 1 | Average Generation Fitness: 0.7435246370477427 | Best Fitness: 0.7979075455461467 | Population Length: 20
Generation 254 | Average Generation Fitness: 0.7525805240600658 | Best Fitness: 0.8062269786747791 | Population Length: 20
Generation 255 | Average Generation Fitness: 0.7536081799162664 | Best Fitness: 0.8078224517654802 | Population Length: 20
Generation 256 | Average Generation Fitness: 0.758478853970651 | Best Fitness: 0.8088465787937619 | Population Length: 20
Generation 257 | Average Generation Fitness: 0.7510490207504775 | Best Fitness: 0.8137039631561223 | Population Length: 20
Generation 258 | Average Generation Fitness: 0.7616744978716904 | Best Fitness: 0.8059177130933908 | Population Length: 20
Generation 259 | Average Generation Fitness: 0.7489269958376721 | Best Fitness: 0.8059177130933908 | Population Length: 20
Generation 260 | Average Generation Fitness: 0.7460089051058187 | Best Fitness: 0.8038082533935902 | Population Length: 20
Generation 261 | Average Generation Fitness: 0.7536253476641074 | Best Fitness: 0.8038082533935902 | Population Length: 20
Generation 262 | Average Generation Fitness: 0.7423652435696353 | Best Fitness: 0.8038082533935902 | Population Length: 20
Generation 263 | Average Generation Fitness: 0.7515501800682544 | Best Fitness: 0.7987788354510544 | Population Length: 20
Generation 264 | Average Generation Fitness: 0.7571995482467034 | Best Fitness: 0.8115974853907146 | Population Length: 20
Generation 265 | Average Generation Fitness: 0.758356985968496 | Best Fitness: 0.8085658741429357 | Population Length: 20
Generation 266 | Average Generation Fitness: 0.7598098726817264 | Best Fitness: 0.8085658741429357 | Population Length: 20
Generation 267 | Average Generation Fitness: 0.7544070004761945 | Best Fitness: 0.8166417775876631 | Population Length: 20
Generation 268 | Average Generation Fitness: 0.7530055602470985 | Best Fitness: 0.8166417775876631 | Population Length: 20
Generation 269 | Average Generation Fitness: 0.7583382850888618 | Best Fitness: 0.8166417775876631 | Population Length: 20
Generation 270 | Average Generation Fitness: 0.767040388100604 | Best Fitness: 0.8142230888528051 | Population Length: 20
Generation 271 | Average Generation Fitness: 0.7560251775787784 | Best Fitness: 0.8142230888528051 | Population Length: 20
Generation 272 | Average Generation Fitness: 0.7529981475646673 | Best Fitness: 0.7869900511985908 | Population Length: 20
Generation 273 | Average Generation Fitness: 0.7467859409699883 | Best Fitness: 0.7911549465350923 | Population Length: 20
Generation 274 | Average Generation Fitness: 0.7677854574200024 | Best Fitness: 0.7978774388737213 | Population Length: 20
Generation 275 | Average Generation Fitness: 0.7573265616037339 | Best Fitness: 0.801777902415278 | Population Length: 20
Generation 276 | Average Generation Fitness: 0.7579303304738685 | Best Fitness: 0.8041279055680184 | Population Length: 20
Generation 277 | Average Generation Fitness: 0.7566737440294531 | Best Fitness: 0.8041279055680184 | Population Length: 20
Generation 278 | Average Generation Fitness: 0.7434489359085849 | Best Fitness: 0.8042444800790945 | Population Length: 20
Generation 279 | Average Generation Fitness: 0.7529446111289122 | Best Fitness: 0.8150532710466394 | Population Length: 20
Generation 280 | Average Generation Fitness: 0.7608813397542276 | Best Fitness: 0.8150532710466394 | Population Length: 20
Generation 281 | Average Generation Fitness: 0.7438446974506199 | Best Fitness: 0.7848839867150155 | Population Length: 20
Generation 282 | Average Generation Fitness: 0.7663788490510032 | Best Fitness: 0.8050562626115424 | Population Length: 20
Generation 283 | Average Generation Fitness: 0.7544441603162174 | Best Fitness: 0.7946104918105447 | Population Length: 20
Generation 284 | Average Generation Fitness: 0.7463936980708692 | Best Fitness: 0.8035806396488253 | Population Length: 20
Generation 285 | Average Generation Fitness: 0.7577129564580904 | Best Fitness: 0.8021551075309311 | Population Length: 20
Generation 286 | Average Generation Fitness: 0.7507113803638552 | Best Fitness: 0.8114773398981304 | Population Length: 20
Generation 287 | Average Generation Fitness: 0.7615061295346887 | Best Fitness: 0.8117304068244029 | Population Length: 20
Generation 288 | Average Generation Fitness: 0.7568878300017284 | Best Fitness: 0.8226888128685754 | Population Length: 20
Generation 289 | Average Generation Fitness: 0.7647687971816896 | Best Fitness: 0.8226888128685754 | Population Length: 20
Generation 290 | Average Generation Fitness: 0.748429965668538 | Best Fitness: 0.8170281700459262 | Population Length: 20
Generation 291 | Average Generation Fitness: 0.7535102744726621 | Best Fitness: 0.8199289066524379 | Population Length: 20
Generation 292 | Average Generation Fitness: 0.7593872103343405 | Best Fitness: 0.8199289066524379 | Population Length: 20
Generation 293 | Average Generation Fitness: 0.7342468811443912 | Best Fitness: 0.8186794071417314 | Population Length: 20
Generation 294 | Average Generation Fitness: 0.7520669941770624 | Best Fitness: 0.8146609996138887 | Population Length: 20
Generation 295 | Average Generation Fitness: 0.7487672283951528 | Best Fitness: 0.8144661382980303 | Population Length: 20
Generation 296 | Average Generation Fitness: 0.7565139530908486 | Best Fitness: 0.8123264114225802 | Population Length: 20
Generation 297 | Average Generation Fitness: 0.7449178068371002 | Best Fitness: 0.7887846311577791 | Population Length: 20
Generation 298 | Average Generation Fitness: 0.7582258803990745 | Best Fitness: 0.8146763360518094 | Population Length: 20
Generation 299 | Average Generation Fitness: 0.7536998316889664 | Best Fitness: 0.802467190562157 | Population Length: 20
Generation 300 | Average Generation Fitness: 0.7626145628226755 | Best Fitness: 0.797981068045947 | Population Length: 20
Generation 301 | Average Generation Fitness: 0.733314311683821 | Best Fitness: 0.7881163483770662 | Population Length: 20
Generation 302 | Average Generation Fitness: 0.7437268363378787 | Best Fitness: 0.7967480841484835 | Population Length: 20
Generation 303 | Average Generation Fitness: 0.7459148362804077 | Best Fitness: 0.8038353594895691 | Population Length: 20
Generation 304 | Average Generation Fitness: 0.7606687376245965 | Best Fitness: 0.8121001378314484 | Population Length: 20
Generation 305 | Average Generation Fitness: 0.7549056469302451 | Best Fitness: 0.8121001378314484 | Population Length: 20
Generation 306 | Average Generation Fitness: 0.7548574349167044 | Best Fitness: 0.8121001378314484 | Population Length: 20
Generation 307 | Average Generation Fitness: 0.7599212780347704 | Best Fitness: 0.8083932742160426 | Population Length: 20
Generation 308 | Average Generation Fitness: 0.7606148412689232 | Best Fitness: 0.8083932742160426 | Population Length: 20
Generation 309 | Average Generation Fitness: 0.7490429052968522 | Best Fitness: 0.8080017470823464 | Population Length: 20
Generation 310 | Average Generation Fitness: 0.757369928113874 | Best Fitness: 0.8080017470823464 | Population Length: 20
Generation 311 | Average Generation Fitness: 0.7507613249519738 | Best Fitness: 0.8080017470823464 | Population Length: 20
Generation 312 | Average Generation Fitness: 0.751314525689646 | Best Fitness: 0.8080017470823464 | Population Length: 20
Generation 313 | Average Generation Fitness: 0.7597156777792937 | Best Fitness: 0.8080017470823464 | Population Length: 20
Generation 314 | Average Generation Fitness: 0.7558349270459139 | Best Fitness: 0.8212340855969743 | Population Length: 20
Generation 315 | Average Generation Fitness: 0.753553100222302 | Best Fitness: 0.8229066238512506 | Population Length: 20
Generation 316 | Average Generation Fitness: 0.7520385268736441 | Best Fitness: 0.819910153862186 | Population Length: 20
Generation 317 | Average Generation Fitness: 0.7466572731296415 | Best Fitness: 0.8053780844151587 | Population Length: 20
Generation 318 | Average Generation Fitness: 0.7525458622591528 | Best Fitness: 0.8156393711646991 | Population Length: 20
Generation 319 | Average Generation Fitness: 0.761536120738942 | Best Fitness: 0.8010361651507101 | Population Length: 20
Generation 320 | Average Generation Fitness: 0.7480020620878421 | Best Fitness: 0.8021237885666266 | Population Length: 20
Generation 321 | Average Generation Fitness: 0.7618841719090488 | Best Fitness: 0.8195999032903691 | Population Length: 20
Generation 322 | Average Generation Fitness: 0.7503291839369177 | Best Fitness: 0.810207833924481 | Population Length: 20
Generation 323 | Average Generation Fitness: 0.7584579753762817 | Best Fitness: 0.804543592134462 | Population Length: 20
Generation 324 | Average Generation Fitness: 0.748810309754409 | Best Fitness: 0.8041651984224956 | Population Length: 20
Generation 325 | Average Generation Fitness: 0.7464057006100454 | Best Fitness: 0.7998261216377175 | Population Length: 20
Generation 326 | Average Generation Fitness: 0.7498202770204927 | Best Fitness: 0.7998261216377175 | Population Length: 20
Generation 327 | Average Generation Fitness: 0.7531185463054986 | Best Fitness: 0.8162620800632194 | Population Length: 20
Generation 328 | Average Generation Fitness: 0.7559451445782904 | Best Fitness: 0.8009531878011099 | Population Length: 20
Generation 329 | Average Generation Fitness: 0.7337044846967193 | Best Fitness: 0.8009531878011099 | Population Length: 20
Generation 330 | Average Generation Fitness: 0.7540172372427554 | Best Fitness: 0.8035574375741977 | Population Length: 20
Generation 331 | Average Generation Fitness: 0.7483744553381572 | Best Fitness: 0.8165820362685985 | Population Length: 20
Generation 332 | Average Generation Fitness: 0.7575754168547739 | Best Fitness: 0.7848245603841685 | Population Length: 20
Generation 333 | Average Generation Fitness: 0.7505940511619273 | Best Fitness: 0.8056298102141891 | Population Length: 20
Generation 334 | Average Generation Fitness: 0.7482088569637765 | Best Fitness: 0.7798860761237851 | Population Length: 20
Generation 335 | Average Generation Fitness: 0.7463423222256076 | Best Fitness: 0.7995451744064691 | Population Length: 20
Generation 336 | Average Generation Fitness: 0.7433771310720209 | Best Fitness: 0.8015004180979082 | Population Length: 20
Generation 337 | Average Generation Fitness: 0.7572541238947241 | Best Fitness: 0.7834104873887314 | Population Length: 20
Generation 338 | Average Generation Fitness: 0.7362116983764825 | Best Fitness: 0.7943234214659662 | Population Length: 20
Generation 339 | Average Generation Fitness: 0.749642238634658 | Best Fitness: 0.797139231334366 | Population Length: 20
Generation 340 | Average Generation Fitness: 0.7379133706200627 | Best Fitness: 0.8001182659143129 | Population Length: 20
Generation 341 | Average Generation Fitness: 0.7402882319045829 | Best Fitness: 0.7932149345905727 | Population Length: 20
Generation 342 | Average Generation Fitness: 0.7503372618618713 | Best Fitness: 0.7999306472953029 | Population Length: 20
Generation 343 | Average Generation Fitness: 0.7469194621413193 | Best Fitness: 0.8015726902233412 | Population Length: 20
Generation 344 | Average Generation Fitness: 0.7479482589682851 | Best Fitness: 0.7920935131349163 | Population Length: 20
Generation 345 | Average Generation Fitness: 0.7572680678053122 | Best Fitness: 0.7956145208716061 | Population Length: 20
Generation 346 | Average Generation Fitness: 0.7537959713524705 | Best Fitness: 0.7847757732093829 | Population Length: 20
Generation 347 | Average Generation Fitness: 0.7466895533948651 | Best Fitness: 0.7885008468466649 | Population Length: 20
Generation 348 | Average Generation Fitness: 0.7601411640544016 | Best Fitness: 0.7927479394971276 | Population Length: 20
Generation 349 | Average Generation Fitness: 0.7495403221996793 | Best Fitness: 0.8001287695891784 | Population Length: 20
Generation 350 | Average Generation Fitness: 0.7493903429210866 | Best Fitness: 0.7976191081942404 | Population Length: 20
Generation 351 | Average Generation Fitness: 0.7542367778881384 | Best Fitness: 0.7930873285054262 | Population Length: 20
Generation 352 | Average Generation Fitness: 0.7461226532551845 | Best Fitness: 0.8140562890158382 | Population Length: 20
Generation 353 | Average Generation Fitness: 0.7633286811786536 | Best Fitness: 0.8140562890158382 | Population Length: 20
Generation 354 | Average Generation Fitness: 0.7462794860212256 | Best Fitness: 0.8039413155197093 | Population Length: 20
Generation 355 | Average Generation Fitness: 0.7448213344751533 | Best Fitness: 0.8074673163164671 | Population Length: 20
Generation 356 | Average Generation Fitness: 0.7547089353441305 | Best Fitness: 0.7977331575556038 | Population Length: 20
Generation 357 | Average Generation Fitness: 0.7487517781833595 | Best Fitness: 0.8041392906047352 | Population Length: 20
Generation 358 | Average Generation Fitness: 0.7655963129203047 | Best Fitness: 0.797495437607517 | Population Length: 20
Generation 359 | Average Generation Fitness: 0.7551336069535879 | Best Fitness: 0.7978323893472368 | Population Length: 20
Generation 360 | Average Generation Fitness: 0.7522516358863929 | Best Fitness: 0.8116434085857953 | Population Length: 20
Generation 361 | Average Generation Fitness: 0.7464042566315503 | Best Fitness: 0.7978323893472368 | Population Length: 20
Generation 362 | Average Generation Fitness: 0.7482896579671701 | Best Fitness: 0.7894272132526844 | Population Length: 20
Generation 363 | Average Generation Fitness: 0.7484758789966044 | Best Fitness: 0.7886608759846315 | Population Length: 20
Generation 364 | Average Generation Fitness: 0.7609780030461861 | Best Fitness: 0.7934019662319973 | Population Length: 20
Generation 365 | Average Generation Fitness: 0.7518467955848662 | Best Fitness: 0.79666771274416 | Population Length: 20
Generation 366 | Average Generation Fitness: 0.7478699040492389 | Best Fitness: 0.7857635356509246 | Population Length: 20
Generation 367 | Average Generation Fitness: 0.7494863790074519 | Best Fitness: 0.7966313216743333 | Population Length: 20
Generation 368 | Average Generation Fitness: 0.7516879634103082 | Best Fitness: 0.7947621478702408 | Population Length: 20
